amb_municipio,municipio,colectividad,codpar,nombre_partido,votos_ca_partido,votos_ca_candidatos,votos_se,ratio_arrastre
0700169,NUEVO COLON,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,136,134,57.0,0.41911764705882354
0700040,CAMPOHERMOSO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,54,54,22.0,0.4074074074074074
0700025,BOYACA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,30,30,12.0,0.4
0700337,VENTAQUEMADA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,252,247,100.0,0.3968253968253968
0700094,GACHANTIVA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,23,23,9.0,0.391304347826087
0700085,EL ESPINO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,49,49,19.0,0.3877551020408163
0700028,BRICEÑO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,31,30,12.0,0.3870967741935484
0700022,BOAVITA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,88,84,34.0,0.38636363636363635
0700068,CHIQUIZA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,105,103,40.0,0.38095238095238093
0700311,TIPACOQUE,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,95,93,36.0,0.37894736842105264
0700322,TOTA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,1173,1151,439.0,0.3742540494458653
0700139,VILLA DE LEIVA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,281,270,105.0,0.3736654804270463
0700280,SOMONDOCO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,156,131,57.0,0.36538461538461536
0700161,MOTAVITA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,66,66,24.0,0.36363636363636365
0700016,BERBEO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,42,40,15.0,0.35714285714285715
0700282,SORACA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,119,118,42.0,0.35294117647058826
0700304,TIBANA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,91,86,32.0,0.3516483516483517
0700001,TUNJA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,3750,3645,1287.0,0.3432
0700190,PAUNA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,126,120,43.0,0.3412698412698413
0700179,PAEZ,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,120,116,39.0,0.325
0700160,MONIQUIRA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,593,565,192.0,0.32377740303541314
0700067,CHIQUINQUIRA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,1075,1024,341.0,0.3172093023255814
0700310,TINJACA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,42,41,13.0,0.30952380952380953
0700073,CHITA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,118,115,36.0,0.3050847457627119
0700307,TIBASOSA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,175,170,53.0,0.3028571428571429
0700202,PESCA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,199,198,60.0,0.3015075376884422
0700121,JENESANO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,154,153,46.0,0.2987012987012987
0700055,CORRALES,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,27,27,8.0,0.2962962962962963
0700079,DUITAMA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,2379,2288,679.0,0.2854140395124002
0700301,TENZA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,39,39,11.0,0.28205128205128205
0700060,CUCAITA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,167,166,47.0,0.281437125748503
0700037,CALDAS,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,96,95,27.0,0.28125
0700193,PAYA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,11,11,3.0,0.2727272727272727
0700259,SATIVANORTE,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,110,109,30.0,0.2727272727272727
0700250,SANTANA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,64,59,17.0,0.265625
0700340,VIRACACHA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,19,18,5.0,0.2631578947368421
0700061,CUITIVA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,159,156,40.0,0.25157232704402516
0700166,NOBSA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,279,260,69.0,0.24731182795698925
0700256,SANTA SOFIA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,118,117,27.0,0.2288135593220339
0700262,SATIVASUR,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,22,22,5.0,0.22727272727272727
0700292,SUTATENZA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,44,42,10.0,0.22727272727272727
0700109,GUAYATA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,49,45,11.0,0.22448979591836735
0700008,AQUITANIA (PUEBLOVIEJO),PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,1179,1113,261.0,0.22137404580152673
0700199,PAZ DE RIO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,186,183,41.0,0.22043010752688172
0700124,JERICO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,135,134,29.0,0.21481481481481482
0700235,SAMACA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,4602,4554,976.0,0.21208170360712733
0700058,COVARACHIA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,367,359,75.0,0.20435967302452315
0700271,SOCOTA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,617,568,125.0,0.2025931928687196
0700031,BUENAVISTA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,214,205,42.0,0.19626168224299065
0700277,SOGAMOSO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,5019,4779,975.0,0.19426180514046623
0700130,LA CAPILLA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,52,52,10.0,0.19230769230769232
0700100,GARAGOA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,311,291,59.0,0.18971061093247588
0700019,BETEITIVA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,38,37,7.0,0.18421052631578946
0700220,RAQUIRA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,420,408,75.0,0.17857142857142858
0700137,LA VICTORIA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,18,18,3.0,0.16666666666666666
0700052,COPER,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,26,24,4.0,0.15384615384615385
0700106,GUATEQUE,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,234,229,33.0,0.14102564102564102
0700154,MONGUA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,192,188,27.0,0.140625
0700097,GAMEZA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,165,163,23.0,0.1393939393939394
0700248,SAN MIGUEL DE SEMA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,45,40,6.0,0.13333333333333333
0700112,GUICAN,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,32,32,4.0,0.125
0700184,PAJARITO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,67,67,8.0,0.11940298507462686
0700298,TASCO,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,280,275,32.0,0.11428571428571428
0700034,BUSBANZA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,20,20,2.0,0.1
0700325,TURMEQUE,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,140,132,12.0,0.08571428571428572
0700274,SOCHA,PARTIDO DE LA U,120,PARTIDO DE LA U - PARTIDO MIRA,555,526,41.0,0.07387387387387387
0700142,MACANAL,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,39,33,242.0,6.205128205128205
0700078,CHIVOR,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,2,2,12.0,6.0
0700148,MARIPI,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,60,58,239.0,3.9833333333333334
0700215,QUIPAMA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,42,32,162.0,3.857142857142857
0700241,SAN LUIS DE GACENO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,14,13,42.0,3.0
0700163,MUZO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,73,68,199.0,2.7260273972602738
0700109,GUAYATA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,22,19,59.0,2.6818181818181817
0700220,RAQUIRA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,91,75,219.0,2.4065934065934065
0700007,ALMEIDA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,18,17,34.0,1.8888888888888888
0700301,TENZA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,13,11,23.0,1.7692307692307692
0700031,BUENAVISTA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,103,96,180.0,1.7475728155339805
0700214,PUERTO BOYACA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,332,247,566.0,1.7048192771084338
0700280,SOMONDOCO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,33,23,52.0,1.5757575757575757
0700130,LA CAPILLA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,21,18,32.0,1.5238095238095237
0700292,SUTATENZA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,28,24,42.0,1.5
0700223,RONDON,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,34,33,46.0,1.3529411764705883
0700334,UMBITA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,75,73,99.0,1.32
0700034,BUSBANZA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,34,33,43.0,1.2647058823529411
0700160,MONIQUIRA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,865,809,1092.0,1.26242774566474
0700249,SAN PABLO DE BORBUR,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,293,281,365.0,1.2457337883959045
0700067,CHIQUINQUIRA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,1567,1486,1927.0,1.2297383535417996
0700179,PAEZ,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,29,28,34.0,1.1724137931034482
0700176,OTANCHE,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,263,255,305.0,1.1596958174904943
0700100,GARAGOA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,187,179,215.0,1.1497326203208555
0700037,CALDAS,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,385,365,442.0,1.148051948051948
0700310,TINJACA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,103,97,114.0,1.1067961165048543
0700316,TOGUI,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,196,170,213.0,1.086734693877551
0700137,LA VICTORIA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,86,83,89.0,1.0348837209302326
0700202,PESCA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,276,271,285.0,1.0326086956521738
0700091,FLORESTA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,65,64,66.0,1.0153846153846153
0700077,CHIVATA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,105,100,102.0,0.9714285714285714
0700151,MIRAFLORES,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,427,407,414.0,0.9695550351288056
0700103,GUACAMAYAS,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,42,39,40.0,0.9523809523809523
0700304,TIBANA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,437,397,407.0,0.931350114416476
0700286,SUSACON,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,27,25,25.0,0.9259259259259259
0700322,TOTA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,174,161,161.0,0.9252873563218391
0700040,CAMPOHERMOSO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,11,10,10.0,0.9090909090909091
0700337,VENTAQUEMADA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,519,494,470.0,0.905587668593449
0700226,SABOYA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,312,284,279.0,0.8942307692307693
0700001,TUNJA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,6714,6445,5942.0,0.8850163836759011
0700106,GUATEQUE,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,363,349,317.0,0.8732782369146006
0700193,PAYA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,94,89,82.0,0.8723404255319149
0700248,SAN MIGUEL DE SEMA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,292,265,254.0,0.8698630136986302
0700178,PACHAVITA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,129,122,110.0,0.8527131782945736
0700247,SAN MATEO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,78,76,66.0,0.8461538461538461
0700094,GACHANTIVA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,253,237,211.0,0.83399209486166
0700238,SAN JOSE DE PARE,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,272,256,222.0,0.8161764705882353
0700046,CIENEGA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,105,102,81.0,0.7714285714285715
0700311,TIPACOQUE,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,202,191,155.0,0.7673267326732673
0700169,NUEVO COLON,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,273,251,204.0,0.7472527472527473
0700181,PAIPA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,2076,1955,1530.0,0.7369942196531792
0700259,SATIVANORTE,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,19,19,14.0,0.7368421052631579
0700282,SORACA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,369,353,264.0,0.7154471544715447
0700076,CHITARAQUE,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,186,177,133.0,0.7150537634408602
0700325,TURMEQUE,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,413,383,288.0,0.6973365617433414
0700346,ZETAQUIRA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,361,352,250.0,0.6925207756232687
0700250,SANTANA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,478,437,331.0,0.6924686192468619
0700324,TUNUNGUA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,60,58,40.0,0.6666666666666666
0700265,SIACHOQUE,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,309,291,205.0,0.6634304207119741
0700016,BERBEO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,77,76,51.0,0.6623376623376623
0700173,OICATA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,222,216,146.0,0.6576576576576577
0700139,VILLA DE LEIVA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,1501,1450,982.0,0.654230512991339
0700052,COPER,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,188,186,116.0,0.6170212765957447
0700205,PISBA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,31,31,19.0,0.6129032258064516
0700283,SOTAQUIRA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,897,848,539.0,0.600891861761427
0700161,MOTAVITA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,645,622,387.0,0.6
0700328,TUTA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,1027,1004,612.0,0.5959104186952289
0700088,FIRAVITOBA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,407,391,238.0,0.5847665847665847
0700061,CUITIVA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,124,122,72.0,0.5806451612903226
0700289,SUTAMARCHAN,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,627,617,358.0,0.5709728867623605
0700008,AQUITANIA (PUEBLOVIEJO),PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,357,333,201.0,0.5630252100840336
0700253,SANTA ROSA DE VITERBO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,376,361,209.0,0.5558510638297872
0700025,BOYACA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,345,334,189.0,0.5478260869565217
0700281,SORA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,183,175,100.0,0.546448087431694
0700068,CHIQUIZA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,780,741,422.0,0.541025641025641
0700157,MONGUI,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,94,92,50.0,0.5319148936170213
0700055,CORRALES,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,148,144,78.0,0.527027027027027
0700060,CUCAITA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,134,127,70.0,0.5223880597014925
0700277,SOGAMOSO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,9700,9187,5012.0,0.516701030927835
0700251,SANTA MARIA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,43,41,22.0,0.5116279069767442
0700307,TIBASOSA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,590,573,298.0,0.5050847457627119
0700235,SAMACA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,974,949,482.0,0.4948665297741273
0700136,LA UVITA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,56,55,27.0,0.48214285714285715
0700232,SACHICA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,649,625,305.0,0.4699537750385208
0700274,SOCHA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,339,325,159.0,0.4690265486725664
0700340,VIRACACHA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,136,130,62.0,0.45588235294117646
0700058,COVARACHIA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,90,89,41.0,0.45555555555555555
0700059,CUBARA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,234,215,106.0,0.452991452991453
0700097,GAMEZA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,204,198,90.0,0.4411764705882353
0700313,TOCA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,906,886,390.0,0.4304635761589404
0700121,JENESANO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,795,766,338.0,0.42515723270440253
0700190,PAUNA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,704,684,293.0,0.4161931818181818
0700127,LABRANZAGRANDE,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,664,638,272.0,0.40963855421686746
0700070,CHISCAS,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,639,605,255.0,0.39906103286384975
0700079,DUITAMA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,6393,6160,2532.0,0.3960581886438292
0700082,EL COCUY,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,421,403,163.0,0.38717339667458434
0700118,IZA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,127,122,48.0,0.3779527559055118
0700184,PAJARITO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,146,141,54.0,0.3698630136986301
0700331,TUTAZA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,175,171,61.0,0.3485714285714286
0700028,BRICEÑO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,49,49,17.0,0.3469387755102041
0700256,SANTA SOFIA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,75,74,26.0,0.3466666666666667
0700166,NOBSA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,1724,1663,595.0,0.3451276102088167
0700217,RAMIRIQUI,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,959,932,329.0,0.34306569343065696
0700271,SOCOTA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,508,446,174.0,0.3425196850393701
0700262,SATIVASUR,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,109,105,37.0,0.3394495412844037
0700319,TOPAGA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,133,125,45.0,0.3383458646616541
0700064,CHINAVITA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,164,157,54.0,0.32926829268292684
0700199,PAZ DE RIO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,250,242,82.0,0.328
0700124,JERICO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,79,74,25.0,0.31645569620253167
0700049,COMBITA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,2610,2560,814.0,0.3118773946360153
0700073,CHITA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,180,174,56.0,0.3111111111111111
0700298,TASCO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,531,516,160.0,0.3013182674199623
0700187,PANQUEBA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,55,51,16.0,0.2909090909090909
0700013,BELEN,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,958,925,274.0,0.2860125260960334
0700010,ARCABUCO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,439,423,125.0,0.2847380410022779
0700022,BOAVITA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,201,194,57.0,0.2835820895522388
0700154,MONGUA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,168,160,44.0,0.2619047619047619
0700019,BETEITIVA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,237,234,54.0,0.22784810126582278
0700237,SAN EDUARDO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,50,49,11.0,0.22
0700268,SOATA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,703,687,153.0,0.21763869132290184
0700112,GUICAN,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,164,159,34.0,0.2073170731707317
0700043,CERINZA,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,592,577,121.0,0.20439189189189189
0700085,EL ESPINO,PARTIDO LIBERAL,2,PARTIDO LIBERAL COLOMBIANO,126,116,25.0,0.1984126984126984
0700019,BETEITIVA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,2,2,31.0,15.5
0700091,FLORESTA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,2,2,27.0,13.5
0700313,TOCA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,5,4,64.0,12.8
0700163,MUZO,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,12,11,137.0,11.416666666666666
0700202,PESCA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,7,6,77.0,11.0
0700079,DUITAMA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,197,182,2117.0,10.746192893401016
0700232,SACHICA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,15,14,144.0,9.6
0700181,PAIPA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,64,60,586.0,9.15625
0700259,SATIVANORTE,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,4,4,36.0,9.0
0700268,SOATA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,13,13,114.0,8.76923076923077
0700013,BELEN,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,14,12,119.0,8.5
0700322,TOTA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,9,9,74.0,8.222222222222221
0700067,CHIQUINQUIRA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,59,51,483.0,8.186440677966102
0700100,GARAGOA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,18,17,144.0,8.0
0700112,GUICAN,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,1,1,8.0,8.0
0700220,RAQUIRA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,14,13,111.0,7.928571428571429
0700277,SOGAMOSO,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,253,229,1984.0,7.841897233201581
0700235,SAMACA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,19,18,147.0,7.7368421052631575
0700106,GUATEQUE,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,22,21,170.0,7.7272727272727275
0700173,OICATA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,7,7,54.0,7.714285714285714
0700169,NUEVO COLON,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,10,10,77.0,7.7
0700248,SAN MIGUEL DE SEMA,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,2,2,15.0,7.5
0700238,SAN JOSE DE PARE,SIN_HOMOLOGACION,15,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,9,9,67.0,7.444444444444445
